2025-05-26 23:49:48.387318: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=10
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 0
    1.0, 0
    1.1, 0
    1.2, 0
    1.3, 0
    1.4, 0
    1.5, 0
    1.6, 0
    1.7, 0
    1.8, 0
    1.9, 0
    2.0, 0
    2.1, 0
    2.2, 0
    2.3, 0
    2.4, 0
    2.5, 0
    2.6, 0
    2.7, 0
    2.8, 0
    2.9, 0
    3.0, 0
    3.1, 0
    3.2, 0
    3.3, 0
    3.4, 0
    3.5, 0
    3.6, 0
    3.7, 0
    3.8, 0
    3.9, 0
    4.0, 0
    4.1, 0
    4.2, 0
    4.3, 0
    4.4, 0
    4.5, 0
    4.6, 0
    4.7, 0
    4.8, 0
    4.9, 0
    5.0, 1
    5.1, 0
    5.2, 1
    5.3, 0
    5.4, 0
    5.5, 0
    5.6, 0
    5.7, 0
    5.8, 0
    5.9, 0
2025-05-26 23:50:25.352141: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=10
    0.0, 0
    0.1, 4
    0.2, 8
    0.3, 9
    0.4, 10
    0.5, 10
    0.6, 10
    0.7, 10
    0.8, 10
    0.9, 10
    1.0, 10
    1.1, 10
    1.2, 10
    1.3, 10
    1.4, 10
    1.5, 10
    1.6, 10
    1.7, 10
    1.8, 10
    1.9, 10
    2.0, 10
    2.1, 10
    2.2, 10
    2.3, 10
    2.4, 10
    2.5, 10
    2.6, 10
    2.7, 10
    2.8, 10
    2.9, 10
    3.0, 10
    3.1, 10
    3.2, 10
    3.3, 10
    3.4, 10
    3.5, 10
    3.6, 10
    3.7, 10
    3.8, 10
    3.9, 10
    4.0, 10
    4.1, 10
    4.2, 10
    4.3, 10
    4.4, 10
    4.5, 10
    4.6, 10
    4.7, 10
    4.8, 10
    4.9, 10
    5.0, 10
    5.1, 10
    5.2, 10
    5.3, 10
    5.4, 10
    5.5, 10
    5.6, 10
    5.7, 10
    5.8, 10
    5.9, 10
2025-05-26 23:51:28.086633: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=10
    0.0, 0
    0.1, 2
    0.2, 9
    0.3, 9
    0.4, 10
    0.5, 10
    0.6, 10
    0.7, 10
    0.8, 10
    0.9, 10
    1.0, 10
    1.1, 10
    1.2, 10
    1.3, 10
    1.4, 10
    1.5, 10
    1.6, 10
    1.7, 10
    1.8, 10
    1.9, 10
    2.0, 10
    2.1, 10
    2.2, 10
    2.3, 10
    2.4, 10
    2.5, 10
    2.6, 10
    2.7, 10
    2.8, 10
    2.9, 10
    3.0, 10
    3.1, 10
    3.2, 10
    3.3, 10
    3.4, 10
    3.5, 10
    3.6, 10
    3.7, 10
    3.8, 10
    3.9, 10
    4.0, 10
    4.1, 10
    4.2, 10
    4.3, 10
    4.4, 10
    4.5, 10
    4.6, 10
    4.7, 10
    4.8, 10
    4.9, 10
    5.0, 10
    5.1, 10
    5.2, 10
    5.3, 10
    5.4, 10
    5.5, 10
    5.6, 10
    5.7, 10
    5.8, 10
    5.9, 10
2025-05-26 23:52:47.508396: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=20
    0.0, 0
    0.1, 7
    0.2, 14
    0.3, 18
    0.4, 20
    0.5, 20
    0.6, 20
    0.7, 20
    0.8, 20
    0.9, 20
    1.0, 20
    1.1, 20
    1.2, 20
    1.3, 20
    1.4, 20
    1.5, 20
    1.6, 20
    1.7, 20
    1.8, 20
    1.9, 20
    2.0, 20
    2.1, 20
    2.2, 20
    2.3, 20
    2.4, 20
    2.5, 20
    2.6, 20
    2.7, 20
    2.8, 20
    2.9, 20
    3.0, 20
    3.1, 20
    3.2, 20
    3.3, 20
    3.4, 20
    3.5, 20
    3.6, 20
    3.7, 20
    3.8, 20
    3.9, 20
    4.0, 20
    4.1, 20
    4.2, 20
    4.3, 20
    4.4, 20
    4.5, 20
    4.6, 20
    4.7, 20
    4.8, 20
    4.9, 20
    5.0, 20
    5.1, 20
    5.2, 20
    5.3, 20
    5.4, 20
    5.5, 20
    5.6, 20
    5.7, 20
    5.8, 20
    5.9, 20
2025-05-26 23:53:08.623402: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 38
    0.2, 82
    0.3, 98
    0.4, 99
    0.5, 100
    0.6, 100
    0.7, 100
    0.8, 100
    0.9, 100
    1.0, 100
    1.1, 100
    1.2, 100
    1.3, 100
    1.4, 100
    1.5, 100
    1.6, 100
    1.7, 100
    1.8, 100
    1.9, 100
    2.0, 100
    2.1, 100
    2.2, 100
    2.3, 100
    2.4, 100
    2.5, 100
    2.6, 100
    2.7, 100
    2.8, 100
    2.9, 100
    3.0, 100
    3.1, 100
    3.2, 100
    3.3, 100
    3.4, 100
    3.5, 100
    3.6, 100
    3.7, 100
    3.8, 100
    3.9, 100
    4.0, 100
    4.1, 100
    4.2, 100
    4.3, 100
    4.4, 100
    4.5, 100
    4.6, 100
    4.7, 100
    4.8, 100
    4.9, 100
    5.0, 100
    5.1, 100
    5.2, 100
    5.3, 100
    5.4, 100
    5.5, 100
    5.6, 100
    5.7, 100
    5.8, 100
    5.9, 100
2025-05-26 23:54:17.097907: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 39
    0.2, 76
    0.3, 96
    0.4, 100
    0.5, 100
    0.6, 100
    0.7, 100
    0.8, 100
    0.9, 100
    1.0, 100
    1.1, 100
    1.2, 100
    1.3, 100
    1.4, 100
    1.5, 100
    1.6, 100
    1.7, 100
    1.8, 100
    1.9, 100
    2.0, 100
    2.1, 100
    2.2, 100
    2.3, 100
    2.4, 100
    2.5, 100
    2.6, 100
    2.7, 100
    2.8, 100
    2.9, 100
    3.0, 100
    3.1, 100
    3.2, 100
    3.3, 100
    3.4, 100
    3.5, 100
    3.6, 100
    3.7, 100
    3.8, 100
    3.9, 100
    4.0, 100
    4.1, 100
    4.2, 100
    4.3, 100
    4.4, 100
    4.5, 100
    4.6, 100
    4.7, 100
    4.8, 100
    4.9, 100
    5.0, 100
    5.1, 100
    5.2, 100
    5.3, 100
    5.4, 100
    5.5, 100
    5.6, 100
    5.7, 100
    5.8, 100
    5.9, 100
2025-05-26 23:55:08.301101: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
2025-05-26 23:57:23.770117: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 100
    0.1, 100
    0.2, 100
    0.3, 74
    0.4, 39
    0.5, 7
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 0
    1.0, 0
    1.1, 0
    1.2, 0
    1.3, 0
    1.4, 0
    1.5, 0
    1.6, 0
    1.7, 0
    1.8, 0
    1.9, 0
    2.0, 0
    2.1, 0
