______________________________________________________
    DURATION = 300
______________________________________________________
2025-05-26 01:33:25.655649: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 0
    1.0, 1
    1.1, 5
    1.2, 4
    1.3, 8
    1.4, 9
    1.5, 16
    1.6, 18
    1.7, 27
    1.8, 22
    1.9, 33
    2.0, 31
    2.1, 31
    2.2, 38
    2.3, 38
    2.4, 40
    2.5, 42
    2.6, 49
    2.7, 50
    2.8, 52
    2.9, 55
    3.0, 69
    3.1, 72
    3.2, 69
    3.3, 75
    3.4, 67
    3.5, 75
    3.6, 69
    3.7, 69
    3.8, 77
    3.9, 80
    4.0, 78
    4.1, 82
    4.2, 82
    4.3, 84
    4.4, 86
    4.5, 85
    4.6, 85
    4.7, 90
    4.8, 91
    4.9, 89
    5.0, 89
    5.1, 93
    5.2, 91
    5.3, 95
    5.4, 92
    5.5, 98
    5.6, 92
    5.7, 96
    5.8, 95
    5.9, 96
2025-05-26 01:50:32.389266: start_conditions=[2.0, 2.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 10
    0.3, 27
    0.4, 50
    0.5, 50
    0.6, 60
    0.7, 72
    0.8, 71
    0.9, 79
    1.0, 72
    1.1, 76
    1.2, 86
    1.3, 82
    1.4, 88
    1.5, 83
    1.6, 84
    1.7, 78
    1.8, 87
    1.9, 91
    2.0, 91
    2.1, 86
    2.2, 91
    2.3, 94
    2.4, 93
    2.5, 94
    2.6, 90
    2.7, 93
    2.8, 89
    2.9, 98
    3.0, 94
    3.1, 95
    3.2, 95
    3.3, 93
    3.4, 95
    3.5, 97
    3.6, 93
    3.7, 92
    3.8, 93
    3.9, 97
    4.0, 96
    4.1, 98
    4.2, 96
    4.3, 99
    4.4, 98
    4.5, 98
    4.6, 99
    4.7, 98
    4.8, 100
    4.9, 97
    5.0, 99
    5.1, 98
    5.2, 98
    5.3, 97
    5.4, 99
    5.5, 100
    5.6, 97
    5.7, 96
    5.8, 98
    5.9, 100
2025-05-26 01:57:47.721291: start_conditions=[3.0, 3.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 89
    0.2, 96
    0.3, 96
    0.4, 93
    0.5, 95
    0.6, 91
    0.7, 97
    0.8, 96
    0.9, 98
    1.0, 98
    1.1, 98
    1.2, 97
    1.3, 97
    1.4, 100
    1.5, 98
    1.6, 98
    1.7, 100
    1.8, 99
    1.9, 99
    2.0, 95
    2.1, 99
    2.2, 99
    2.3, 93
    2.4, 98
    2.5, 97
    2.6, 97
    2.7, 96
    2.8, 100
    2.9, 98
    3.0, 97
    3.1, 97
    3.2, 99
    3.3, 98
    3.4, 99
    3.5, 99
    3.6, 99
    3.7, 100
    3.8, 98
    3.9, 100
    4.0, 99
    4.1, 99
    4.2, 97
    4.3, 99
    4.4, 99
    4.5, 100
    4.6, 99
    4.7, 100
    4.8, 100
    4.9, 100
    5.0, 99
    5.1, 99
    5.2, 100
    5.3, 100
    5.4, 100
    5.5, 99
    5.6, 98
    5.7, 99
    5.8, 100
    5.9, 100
2025-05-26 02:01:42.670189: start_conditions=[1.0, 1.0], equation parameters=[[1.5, -0.5], [1.5, -1.5]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 0
    1.0, 0
    1.1, 0
    1.2, 0
    1.3, 0
    1.4, 0
    1.5, 0
    1.6, 1
    1.7, 1
    1.8, 3
    1.9, 2
    2.0, 3
    2.1, 6
    2.2, 5
    2.3, 6
    2.4, 4
    2.5, 10
    2.6, 12
    2.7, 20
    2.8, 8
    2.9, 15
    3.0, 17
    3.1, 21
    3.2, 18
    3.3, 18
    3.4, 17
    3.5, 18
    3.6, 22
    3.7, 27
    3.8, 30
    3.9, 28
    4.0, 34
    4.1, 32
    4.2, 42
    4.3, 41
    4.4, 29
    4.5, 37
    4.6, 39
    4.7, 36
    4.8, 42
    4.9, 46
    5.0, 36
    5.1, 42
    5.2, 47
    5.3, 51
    5.4, 46
    5.5, 61
    5.6, 51
    5.7, 48
    5.8, 52
    5.9, 57
2025-05-26 02:24:51.067463: start_conditions=[2.0, 2.0], equation parameters=[[1.5, -0.5], [1.5, -1.5]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 0
    1.0, 0
    1.1, 0
    1.2, 0
    1.3, 0
    1.4, 0
    1.5, 1
    1.6, 1
    1.7, 1
    1.8, 1
    1.9, 1
    2.0, 1
    2.1, 0
    2.2, 2
    2.3, 6
    2.4, 5
    2.5, 8
    2.6, 7
    2.7, 8
    2.8, 8
    2.9, 13
    3.0, 12
    3.1, 15
    3.2, 9
    3.3, 24
    3.4, 13
    3.5, 24
    3.6, 22
    3.7, 22
    3.8, 25
    3.9, 20
    4.0, 25
    4.1, 24
    4.2, 32
    4.3, 27
    4.4, 31
    4.5, 32
    4.6, 47
    4.7, 37
    4.8, 43
    4.9, 40
    5.0, 53
    5.1, 46
    5.2, 46
    5.3, 45
    5.4, 42
    5.5, 46
    5.6, 54
    5.7, 41
    5.8, 55
    5.9, 47
2025-05-26 02:48:17.720954: start_conditions=[3.0, 3.0], equation parameters=[[1.5, -0.5], [1.5, -1.5]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 1
    0.9, 0
    1.0, 5
    1.1, 1
    1.2, 5
    1.3, 5
    1.4, 8
    1.5, 9
    1.6, 12
    1.7, 12
    1.8, 16
    1.9, 21
    2.0, 25
    2.1, 24
    2.2, 24
    2.3, 38
    2.4, 34
    2.5, 33
    2.6, 38
    2.7, 40
    2.8, 41
    2.9, 34
    3.0, 44
    3.1, 48
    3.2, 38
    3.3, 42
    3.4, 46
    3.5, 46
    3.6, 41
    3.7, 60
    3.8, 59
    3.9, 51
    4.0, 51
    4.1, 72
    4.2, 62
    4.3, 55
    4.4, 60
    4.5, 64
    4.6, 61
    4.7, 66
    4.8, 68
    4.9, 63
    5.0, 67
    5.1, 76
    5.2, 70
    5.3, 69
    5.4, 74
    5.5, 65
    5.6, 77
    5.7, 73
    5.8, 73
    5.9, 76
2025-05-26 10:57:06.404231: start_conditions=[1.0, 1.0], equation parameters=[[0.6666, -1.3333], [1.0, -1.0]]
start=0, stop=6, stop=0.1, stop=100
    0.0, 0
    0.1, 0
    0.2, 0
    0.3, 0
    0.4, 0
    0.5, 0
    0.6, 0
    0.7, 0
    0.8, 0
    0.9, 1
    1.0, 3
    1.1, 4
    1.2, 5
    1.3, 5
    1.4, 7
    1.5, 11
    1.6, 16
    1.7, 26
    1.8, 29
    1.9, 29
    2.0, 29
    2.1, 38
    2.2, 38
    2.3, 42
    2.4, 44
    2.5, 45
    2.6, 51
    2.7, 50
    2.8, 43
    2.9, 54
    3.0, 58
    3.1, 69
